Year,Month,Mission,Country,Personnel_Type,Male,Female,Total
2015,7,MINUSMA,Ukraine,Contingent Troops,10,0,10
2015,7,MINUSMA,Yemen,Individual Police,9,0,9
2015,7,MINUSTAH,Argentina,Individual Police,13,3,16
2015,7,MINUSTAH,Bangladesh,Individual Police,10,0,10
2015,7,MINUSTAH,Benin,Individual Police,56,1,57
2015,7,MINUSTAH,Bolivia,Contingent Troops,1,0,1
2015,7,MINUSTAH,Brazil,Individual Police,7,0,7
2015,7,MINUSTAH,Bulgaria,Individual Police,51,9,60
2015,7,MINUSTAH,Burundi,Individual Police,12,1,13
2015,7,MINUSTAH,Cameroon,Individual Police,6,10,16
2015,7,MINUSTAH,Canada,Individual Police,67,18,85
2015,7,MINUSTAH,Chad,Individual Police,6,0,6
2015,7,MINUSTAH,Chile,Individual Police,7,4,11
2015,7,MINUSTAH,Colombia,Individual Police,15,1,16
2015,7,MINUSTAH,Congo,Individual Police,2,0,2
2015,7,MINUSTAH,Ecuador,Contingent Troops,1,0,1
2015,7,MINUSTAH,Egypt,Individual Police,16,0,16
2015,7,MINUSTAH,Egypt,Individual Police,12,0,12
2015,7,MINUSTAH,France,Individual Police,14,2,16
2015,7,MINUSTAH,Grenada,Individual Police,2,0,2
2015,7,MINUSTAH,Guatemala,Contingent Troops,48,6,54
2015,7,MINUSTAH,Guinea,Individual Police,9,0,9
2015,7,MINUSTAH,Honduras,Contingent Troops,37,0,37
2015,7,MINUSTAH,India,Individual Police,15,0,15
2015,7,MINUSTAH,Indonesia,Individual Police,6,1,7
2015,7,MINUSTAH,Jamaica,Individual Police,1,0,1
2015,7,MINUSTAH,Jordan,Individual Police,22,0,22
2015,7,MINUSTAH,Madagascar,Individual Police,1,1,2
2015,7,MINUSTAH,Mali,Individual Police,25,2,27
2015,7,MINUSTAH,Mexico,Contingent Troops,2,0,2
2015,7,MINUSTAH,Nepal,Individual Police,41,4,45
2015,7,MINUSTAH,Niger,Individual Police,22,1,23
2015,7,MINUSTAH,Nigeria,Individual Police,3,1,4
2015,7,MINUSTAH,Norway,Individual Police,3,3,6
2015,7,MINUSTAH,Pakistan,Other,140,0,140
2015,7,MINUSTAH,Paraguay,Individual Police,1,0,1
2015,7,MINUSTAH,Peru,Contingent Troops,192,8,200
2015,7,MINUSTAH,Philippines,Individual Police,23,1,24
2015,7,MINUSTAH,Romania,Individual Police,29,4,33
2015,7,MINUSTAH,Romania,Individual Police,3,0,3
2015,7,MINUSTAH,Rwanda,Individual Police,1,18,19
2015,7,MINUSTAH,Senegal,Individual Police,17,0,17
2015,7,MINUSTAH,Serbia,Individual Police,4,0,4
2015,7,MINUSTAH,Slovakia,Individual Police,5,1,6
2015,7,MINUSTAH,Spain,Individual Police,6,0,6
2015,7,MINUSTAH,Spain,Individual Police,16,2,18
2015,7,MINUSTAH,Thailand,Individual Police,5,2,7
2015,7,MINUSTAH,Togo,Individual Police,19,2,21
2015,7,MINUSTAH,Tunisia,Individual Police,3,0,3
2015,7,MINUSTAH,Turkey,Individual Police,19,0,19
2015,7,MINUSTAH,Ukraine,Individual Police,27,5,32
2015,7,MINUSTAH,Uruguay,Individual Police,4,0,4
2015,7,MINUSTAH,Vanuatu,Individual Police,2,0,2
2015,7,MINUSTAH,Yemen,Individual Police,24,0,24
2015,7,MONUSCO,Algeria,Experts on Mission,5,0,5
2015,7,MONUSCO,Bangladesh,Other,46,79,125
2015,7,MONUSCO,Belgium,Experts on Mission,1,0,1
2015,7,MONUSCO,Benin,Individual Police,56,2,58
2015,7,MONUSCO,Bolivia,Experts on Mission,8,1,9
2015,7,MONUSCO,Bolivia,Experts on Mission,5,0,5
2015,7,MONUSCO,Brazil,Experts on Mission,1,0,1
2015,7,MONUSCO,Bulgaria,Individual Police,22,18,40
2015,7,MONUSCO,Cameroon,Individual Police,14,19,33
2015,7,MONUSCO,Canada,Contingent Troops,7,0,7
2015,7,MONUSCO,Chad,Individual Police,5,2,7
2015,7,MONUSCO,China,Experts on Mission,5,0,5
2015,7,MONUSCO,Congo,Contingent Troops,1,0,1
2015,7,MONUSCO,Cyprus,Experts on Mission,3,0,3
2015,7,MONUSCO,Egypt,Individual Police,1,0,1
2015,7,MONUSCO,France,Individual Police,7,1,8
2015,7,MONUSCO,Ghana,Individual Police,2,0,2
2015,7,MONUSCO,Guatemala,Experts on Mission,1,0,1
2015,7,MONUSCO,Guinea,Individual Police,13,3,16
2015,7,MONUSCO,India,Other,265,4,269
2015,7,MONUSCO,Indonesia,Experts on Mission,14,0,14
2015,7,MONUSCO,Ireland,Contingent Troops,4,0,4
2015,7,MONUSCO,Jordan,Individual Police,6,0,6
2015,7,MONUSCO,Kenya,Experts on Mission,13,1,14
2015,7,MONUSCO,Madagascar,Individual Police,0,1,1
2015,7,MONUSCO,Malawi,Experts on Mission,8,1,9
2015,7,MONUSCO,Malaysia,Experts on Mission,8,1,9
2015,7,MONUSCO,Mali,Individual Police,32,5,37
2015,7,MONUSCO,Mongolia,Experts on Mission,2,0,2
2015,7,MONUSCO,Morocco,Experts on Mission,3,0,3
2015,7,MONUSCO,Nepal,Experts on Mission,19,0,19
2015,7,MONUSCO,Niger,Individual Police,36,7,43
2015,7,MONUSCO,Nigeria,Individual Police,6,0,6
2015,7,MONUSCO,Pakistan,Experts on Mission,43,0,43
2015,7,MONUSCO,Paraguay,Experts on Mission,15,0,15
2015,7,MONUSCO,Peru,Experts on Mission,11,1,12
2015,7,MONUSCO,Poland,Experts on Mission,2,0,2
2015,7,MONUSCO,Romania,Individual Police,9,1,10
2015,7,MONUSCO,Romania,Individual Police,2,0,2
2015,7,MONUSCO,Senegal,Individual Police,30,0,30
2015,7,MONUSCO,Serbia,Contingent Troops,5,3,8
2015,7,MONUSCO,Slovenia,Experts on Mission,5,1,6
2015,7,MONUSCO,Spain,Experts on Mission,4,0,4
2015,7,MONUSCO,Sweden,Individual Police,2,5,7
2015,7,MONUSCO,Switzerland,Contingent Troops,3,0,3
2015,7,MONUSCO,Togo,Individual Police,18,2,20
2015,7,MONUSCO,Tunisia,Individual Police,17,2,19
2015,7,MONUSCO,Turkey,Individual Police,4,1,5
2015,7,MONUSCO,Ukraine,Individual Police,3,1,4
2015,7,MONUSCO,Ukraine,Contingent Troops,5,0,5
2015,7,MONUSCO,Ukraine,Contingent Troops,2,1,3
2015,7,MONUSCO,Uruguay,Experts on Mission,16,0,16
2015,7,MONUSCO,Yemen,Individual Police,9,0,9
2015,7,MONUSCO,Zambia,Experts on Mission,11,5,16
2015,7,UNAMA,Australia,Experts on Mission,2,0,2
2015,7,UNAMA,Bolivia,Individual Police,0,1,1
2015,7,UNAMA,Cyprus,Experts on Mission,2,0,2
2015,7,UNAMA,Finland,Individual Police,1,0,1
2015,7,UNAMA,Germany,Experts on Mission,3,0,3
2015,7,UNAMA,India,Individual Police,2,0,2
2015,7,UNAMA,Lithuania,Experts on Mission,1,0,1
2015,7,UNAMA,Mongolia,Experts on Mission,1,0,1
2015,7,UNAMA,Netherlands,Individual Police,1,0,1
2015,7,UNAMA,Poland,Experts on Mission,1,0,1
2015,7,UNAMA,Portugal,Experts on Mission,1,0,1
2015,7,UNAMA,Romania,Experts on Mission,1,0,1
2015,7,UNAMA,Turkey,Experts on Mission,1,0,1
2015,7,UNAMI,Fiji,Contingent Troops,158,9,167
2015,7,UNAMI,Nepal,Contingent Troops,73,4,77
2015,7,UNAMID,Bangladesh,Individual Police,29,2,31
2015,7,UNAMID,Bangladesh,Other,280,0,280
2015,7,UNAMID,Bolivia,Experts on Mission,2,0,2
2015,7,UNAMID,Bulgaria,Individual Police,8,1,9
2015,7,UNAMID,Burundi,Individual Police,33,2,35
2015,7,UNAMID,Cambodia,Experts on Mission,1,0,1
2015,7,UNAMID,Cameroon,Individual Police,6,12,18
2015,7,UNAMID,China,Contingent Troops,231,0,231
2015,7,UNAMID,Djibouti,Other,139,0,139
2015,7,UNAMID,Ecuador,Experts on Mission,2,0,2
2015,7,UNAMID,Egypt,Individual Police,128,0,128
2015,7,UNAMID,Ethiopia,Individual Police,7,0,7
2015,7,UNAMID,Gambia,Individual Police,55,23,78
2015,7,UNAMID,Germany,Individual Police,5,0,5
2015,7,UNAMID,Ghana,Individual Police,30,79,109
2015,7,UNAMID,Indonesia,Individual Police,9,6,15
2015,7,UNAMID,Iran,Experts on Mission,2,0,2
2015,7,UNAMID,Jamaica,Individual Police,5,7,12
2015,7,UNAMID,Jordan,Individual Police,174,11,185
2015,7,UNAMID,Kenya,Experts on Mission,2,0,2
2015,7,UNAMID,Kyrgyzstan,Individual Police,3,0,3
2015,7,UNAMID,Kyrgyzstan,Experts on Mission,1,0,1
2015,7,UNAMID,Lesotho,Experts on Mission,2,0,2
2015,7,UNAMID,Madagascar,Individual Police,4,1,5
2015,7,UNAMID,Malawi,Individual Police,22,18,40
2015,7,UNAMID,Malaysia,Individual Police,15,0,15
2015,7,UNAMID,Mali,Contingent Troops,1,0,1
2015,7,UNAMID,Mongolia,Contingent Troops,38,32,70
2015,7,UNAMID,Namibia,Individual Police,31,30,61
2015,7,UNAMID,Nepal,Individual Police,43,6,49
2015,7,UNAMID,Nigeria,Individual Police,69,11,80
2015,7,UNAMID,Pakistan,Other,140,0,140
2015,7,UNAMID,Pakistan,Contingent Troops,1,0,1
2015,7,UNAMID,Peru,Experts on Mission,2,0,2
2015,7,UNAMID,Qatar,Contingent Troops,2,0,2
2015,7,UNAMID,Rwanda,Individual Police,28,54,82
2015,7,UNAMID,Samoa,Individual Police,2,0,2
2015,7,UNAMID,Senegal,Individual Police,8,0,8
2015,7,UNAMID,Serbia,Individual Police,25,41,66
2015,7,UNAMID,Slovenia,Experts on Mission,7,3,10
2015,7,UNAMID,Switzerland,Individual Police,57,17,74
2015,7,UNAMID,Thailand,Experts on Mission,13,1,14
2015,7,UNAMID,Togo,Other,133,7,140
2015,7,UNAMID,Tunisia,Individual Police,44,3,47
2015,7,UNAMID,Turkey,Individual Police,18,0,18
2015,7,UNAMID,Yemen,Individual Police,160,0,160
2015,7,UNAMID,Zambia,Individual Police,61,8,69
2015,7,UNAMID,Zimbabwe,Individual Police,4,1,5
2015,7,UNAMID,Zimbabwe,Experts on Mission,4,0,4
2015,7,UNDOF,Bhutan,Contingent Troops,1,0,1
2015,7,UNDOF,Cyprus,Contingent Troops,3,0,3
2015,7,UNDOF,Fiji,Contingent Troops,278,22,300
2015,7,UNDOF,India,Contingent Troops,188,1,189
2015,7,UNDOF,Ireland,Contingent Troops,133,7,140
2015,7,UNDOF,Nepal,Contingent Troops,159,1,160
2015,7,UNDOF,Netherlands,Contingent Troops,2,0,2
2015,7,UNFICYP,Argentina,Contingent Troops,248,16,264
2015,7,UNFICYP,Australia,Individual Police,12,3,15
2015,7,UNFICYP,Austria,Contingent Troops,4,0,4
2015,7,UNFICYP,Bolivia,Individual Police,7,1,8
2015,7,UNFICYP,Brazil,Contingent Troops,1,0,1
2015,7,UNFICYP,Canada,Contingent Troops,1,0,1
2015,7,UNFICYP,Chile,Contingent Troops,14,0,14
2015,7,UNFICYP,China,Individual Police,2,0,2
2015,7,UNFICYP,Hungary,Contingent Troops,65,12,77
2015,7,UNFICYP,India,Individual Police,7,1,8
2015,7,UNFICYP,Ireland,Individual Police,10,2,12
2015,7,UNFICYP,Lithuania,Individual Police,1,1,2
2015,7,UNFICYP,Montenegro,Individual Police,3,1,4
2015,7,UNFICYP,Norway,Contingent Troops,2,0,2
2015,7,UNFICYP,Paraguay,Contingent Troops,13,1,14
2015,7,UNFICYP,Romania,Individual Police,2,0,2
2015,7,UNFICYP,Serbia,Individual Police,2,0,2
2015,7,UNFICYP,Serbia,Contingent Troops,44,2,46
2015,7,UNFICYP,Slovakia,Individual Police,0,3,3
2015,7,UNFICYP,Ukraine,Individual Police,7,0,7
2015,7,UNFICYP,Ukraine,Contingent Troops,254,19,273
2015,7,UNIFIL,Armenia,Contingent Troops,33,0,33
2015,7,UNIFIL,Austria,Contingent Troops,169,8,177
2015,7,UNIFIL,Bangladesh,Contingent Troops,286,0,286
2015,7,UNIFIL,Belarus,Contingent Troops,3,2,5
2015,7,UNIFIL,Belgium,Contingent Troops,1,0,1
2015,7,UNIFIL,Brazil,Contingent Troops,265,0,265
2015,7,UNIFIL,Brunei,Contingent Troops,30,0,30
2015,7,UNIFIL,Cambodia,Contingent Troops,153,11,164
2015,7,UNIFIL,China,Contingent Troops,408,9,417
2015,7,UNIFIL,Croatia,Contingent Troops,1,0,1
2015,7,UNIFIL,Cyprus,Contingent Troops,2,0,2
2015,7,UNIFIL,Egypt,Contingent Troops,51,1,52
2015,7,UNIFIL,Estonia,Contingent Troops,36,1,37
2015,7,UNIFIL,Fiji,Contingent Troops,143,0,143
2015,7,UNIFIL,Finland,Contingent Troops,291,16,307
2015,7,UNIFIL,France,Contingent Troops,773,57,830
2015,7,UNIFIL,Germany,Contingent Troops,108,5,113
2015,7,UNIFIL,Ghana,Contingent Troops,785,86,871
2015,7,UNIFIL,Greece,Contingent Troops,54,0,54
2015,7,UNIFIL,Guatemala,Contingent Troops,2,0,2
2015,7,UNIFIL,Hungary,Contingent Troops,4,0,4
2015,7,UNIFIL,India,Contingent Troops,882,10,892
2015,7,UNIFIL,Ireland,Contingent Troops,175,23,198
2015,7,UNIFIL,Kenya,Contingent Troops,1,0,1
2015,7,UNIFIL,Malaysia,Contingent Troops,812,14,826
2015,7,UNIFIL,Nepal,Contingent Troops,847,21,868
2015,7,UNIFIL,Qatar,Contingent Troops,3,0,3
2015,7,UNIFIL,Qatar,Contingent Troops,317,7,324
2015,7,UNIFIL,Serbia,Contingent Troops,170,7,177
2015,7,UNIFIL,Serbia,Contingent Troops,3,0,3
2015,7,UNIFIL,Slovenia,Contingent Troops,14,0,14
2015,7,UNIFIL,Spain,Contingent Troops,559,50,609
2015,7,UNIFIL,Spain,Contingent Troops,151,0,151
2015,7,UNIFIL,Thailand,Contingent Troops,131,22,153
2015,7,UNIFIL,Thailand,Contingent Troops,1,0,1
2015,7,UNIFIL,Turkey,Contingent Troops,53,0,53
2015,7,UNISFA,Benin,Experts on Mission,2,0,2
2015,7,UNISFA,Brazil,Experts on Mission,1,0,1
2015,7,UNISFA,Brazil,Contingent Troops,1,0,1
2015,7,UNISFA,Bulgaria,Experts on Mission,1,0,1
2015,7,UNISFA,Burundi,Experts on Mission,1,0,1
2015,7,UNISFA,Cambodia,Experts on Mission,2,0,2
2015,7,UNISFA,Ecuador,Experts on Mission,1,0,1
2015,7,UNISFA,Ethiopia,Individual Police,5,0,5
2015,7,UNISFA,Ghana,Individual Police,3,1,4
2015,7,UNISFA,Ghana,Contingent Troops,3,0,3
2015,7,UNISFA,Guatemala,Experts on Mission,1,0,1
2015,7,UNISFA,India,Experts on Mission,2,0,2
2015,7,UNISFA,Indonesia,Experts on Mission,1,0,1
2015,7,UNISFA,Kyrgyzstan,Experts on Mission,1,0,1
2015,7,UNISFA,Malawi,Contingent Troops,1,0,1
2015,7,UNISFA,Malaysia,Experts on Mission,1,0,1
2015,7,UNISFA,Mongolia,Experts on Mission,1,0,1
2015,7,UNISFA,Namibia,Individual Police,4,0,4
2015,7,UNISFA,Nepal,Experts on Mission,1,0,1
2015,7,UNISFA,Nigeria,Contingent Troops,1,0,1
2015,7,UNISFA,Romania,Experts on Mission,1,0,1
2015,7,UNISFA,Rwanda,Individual Police,1,0,1
2015,7,UNISFA,Serbia,Experts on Mission,1,0,1
2015,7,UNISFA,Spain,Experts on Mission,5,0,5
2015,7,UNISFA,Switzerland,Individual Police,3,2,5
2015,7,UNISFA,Thailand,Experts on Mission,3,0,3
2015,7,UNISFA,Ukraine,Experts on Mission,2,0,2
2015,7,UNISFA,Yemen,Experts on Mission,4,0,4
2015,7,UNISFA,Zimbabwe,Individual Police,3,2,5
2015,7,UNMIK,Austria,Individual Police,0,1,1
2015,7,UNMIK,Bulgaria,Individual Police,0,1,1
2015,7,UNMIK,Cyprus,Experts on Mission,2,0,2
2015,7,UNMIK,Germany,Individual Police,1,0,1
2015,7,UNMIK,Hungary,Individual Police,1,0,1
2015,7,UNMIK,Italy,Individual Police,1,0,1
2015,7,UNMIK,Mexico,Experts on Mission,1,0,1
2015,7,UNMIK,Poland,Experts on Mission,1,0,1
2015,7,UNMIK,Romania,Experts on Mission,1,0,1
2015,7,UNMIK,Romania,Individual Police,0,1,1
2015,7,UNMIK,Turkey,Individual Police,1,0,1
2015,7,UNMIK,Ukraine,Individual Police,1,0,1
2015,7,UNMIL,Argentina,Individual Police,8,1,9
2015,7,UNMIL,Bangladesh,Individual Police,20,0,20
2015,7,UNMIL,Benin,Experts on Mission,2,0,2
2015,7,UNMIL,Bhutan,Individual Police,5,1,6
2015,7,UNMIL,Bolivia,Experts on Mission,2,0,2
2015,7,UNMIL,Bolivia,Individual Police,6,1,7
2015,7,UNMIL,Brazil,Experts on Mission,2,0,2
2015,7,UNMIL,Bulgaria,Experts on Mission,2,0,2
2015,7,UNMIL,China,Individual Police,3,1,4
2015,7,UNMIL,Denmark,Experts on Mission,3,0,3
2015,7,UNMIL,Ecuador,Experts on Mission,2,0,2
2015,7,UNMIL,Egypt,Individual Police,4,0,4
2015,7,UNMIL,Ethiopia,Experts on Mission,11,0,11
2015,7,UNMIL,Finland,Contingent Troops,1,0,1
2015,7,UNMIL,France,Contingent Troops,1,0,1
2015,7,UNMIL,Gambia,Individual Police,8,0,8
2015,7,UNMIL,Germany,Individual Police,3,2,5
2015,7,UNMIL,Ghana,Individual Police,16,14,30
2015,7,UNMIL,India,Individual Police,12,0,12
2015,7,UNMIL,Jordan,Individual Police,16,0,16
2015,7,UNMIL,Kenya,Individual Police,20,5,25
2015,7,UNMIL,Kyrgyzstan,Individual Police,1,2,3
2015,7,UNMIL,Lithuania,Individual Police,1,0,1
2015,7,UNMIL,Malaysia,Experts on Mission,6,0,6
2015,7,UNMIL,Mexico,Experts on Mission,1,0,1
2015,7,UNMIL,Namibia,Individual Police,6,3,9
2015,7,UNMIL,Nepal,Individual Police,24,2,26
2015,7,UNMIL,Niger,Experts on Mission,2,0,2
2015,7,UNMIL,Nigeria,Individual Police,29,6,35
2015,7,UNMIL,Norway,Individual Police,13,7,20
2015,7,UNMIL,Pakistan,Experts on Mission,9,0,9
2015,7,UNMIL,Paraguay,Experts on Mission,1,0,1
2015,7,UNMIL,Poland,Individual Police,3,0,3
2015,7,UNMIL,Qatar,Individual Police,2,1,3
2015,7,UNMIL,Romania,Individual Police,2,0,2
2015,7,UNMIL,Romania,Individual Police,5,0,5
2015,7,UNMIL,Rwanda,Individual Police,3,0,3
2015,7,UNMIL,Serbia,Individual Police,2,0,2
2015,7,UNMIL,Spain,Individual Police,18,1,19
2015,7,UNMIL,Sweden,Individual Police,6,8,14
2015,7,UNMIL,Switzerland,Individual Police,1,0,1
2015,7,UNMIL,Thailand,Individual Police,0,2,2
2015,7,UNMIL,Togo,Experts on Mission,2,0,2
2015,7,UNMIL,Turkey,Individual Police,8,1,9
2015,7,UNMIL,Uganda,Individual Police,9,0,9
2015,7,UNMIL,Ukraine,Individual Police,14,4,18
2015,7,UNMIL,Ukraine,Individual Police,2,0,2
2015,7,UNMIL,Yemen,Individual Police,10,0,10
2015,7,UNMIL,Zambia,Individual Police,16,6,22
2015,7,UNMIL,Zimbabwe,Individual Police,20,10,30
2015,7,UNMISS,Albania,Individual Police,2,0,2
2015,7,UNMISS,Argentina,Individual Police,4,0,4
2015,7,UNMISS,Australia,Experts on Mission,1,0,1
2015,7,UNMISS,Austria,Experts on Mission,0,0,0
2015,7,UNMISS,Bangladesh,Individual Police,8,0,8
2015,7,UNMISS,Benin,Experts on Mission,1,0,1
2015,7,UNMISS,Bhutan,Contingent Troops,2,0,2
2015,7,UNMISS,Bolivia,Experts on Mission,2,1,3
2015,7,UNMISS,Bolivia,Individual Police,14,3,17
2015,7,UNMISS,Brazil,Individual Police,2,0,2
2015,7,UNMISS,Cambodia,Experts on Mission,5,0,5
2015,7,UNMISS,Canada,Experts on Mission,5,0,5
2015,7,UNMISS,China,Individual Police,15,0,15
2015,7,UNMISS,Denmark,Experts on Mission,2,0,2
2015,7,UNMISS,Egypt,Experts on Mission,3,0,3
2015,7,UNMISS,Egypt,Contingent Troops,1,0,1
2015,7,UNMISS,Egypt,Experts on Mission,2,0,2
2015,7,UNMISS,Ethiopia,Individual Police,20,1,21
2015,7,UNMISS,Fiji,Individual Police,9,0,9
2015,7,UNMISS,Germany,Individual Police,2,1,3
2015,7,UNMISS,Ghana,Individual Police,11,11,22
2015,7,UNMISS,Guatemala,Experts on Mission,3,0,3
2015,7,UNMISS,Guinea,Experts on Mission,1,0,1
2015,7,UNMISS,India,Individual Police,28,3,31
2015,7,UNMISS,Indonesia,Individual Police,16,0,16
2015,7,UNMISS,Japan,Contingent Troops,267,5,272
2015,7,UNMISS,Jordan,Experts on Mission,3,0,3
2015,7,UNMISS,Kenya,Individual Police,16,5,21
2015,7,UNMISS,Kyrgyzstan,Individual Police,5,0,5
2015,7,UNMISS,Mexico,Experts on Mission,3,0,3
2015,7,UNMISS,Mongolia,Experts on Mission,6,1,7
2015,7,UNMISS,Namibia,Individual Police,6,1,7
2015,7,UNMISS,Nepal,Individual Police,16,1,17
2015,7,UNMISS,Netherlands,Individual Police,12,2,14
2015,7,UNMISS,Netherlands,Experts on Mission,2,0,2
2015,7,UNMISS,Nigeria,Individual Police,18,1,19
2015,7,UNMISS,Norway,Individual Police,16,4,20
2015,7,UNMISS,Norway,Contingent Troops,9,2,11
2015,7,UNMISS,Paraguay,Experts on Mission,1,0,1
2015,7,UNMISS,Peru,Experts on Mission,2,0,2
2015,7,UNMISS,Poland,Experts on Mission,2,0,2
2015,7,UNMISS,Qatar,Experts on Mission,1,1,2
2015,7,UNMISS,Romania,Individual Police,4,0,4
2015,7,UNMISS,Romania,Individual Police,4,2,6
2015,7,UNMISS,Rwanda,Individual Police,21,7,28
2015,7,UNMISS,Samoa,Individual Police,12,2,14
2015,7,UNMISS,Senegal,Individual Police,4,0,4
2015,7,UNMISS,Serbia,Individual Police,5,8,13
2015,7,UNMISS,Slovenia,Individual Police,11,12,23
2015,7,UNMISS,Spain,Individual Police,18,2,20
2015,7,UNMISS,Sweden,Individual Police,4,8,12
2015,7,UNMISS,Switzerland,Individual Police,1,0,1
2015,7,UNMISS,Switzerland,Experts on Mission,3,0,3
2015,7,UNMISS,Thailand,Experts on Mission,0,0,0
2015,7,UNMISS,Thailand,Experts on Mission,3,0,3
2015,7,UNMISS,Togo,Contingent Troops,1,0,1
2015,7,UNMISS,Turkey,Individual Police,12,0,12
2015,7,UNMISS,Uganda,Individual Police,26,3,29
2015,7,UNMISS,Ukraine,Individual Police,27,4,31
2015,7,UNMISS,Ukraine,Individual Police,2,2,4
2015,7,UNMISS,Ukraine,Individual Police,10,0,10
2015,7,UNMISS,Ukraine,Contingent Troops,6,0,6
2015,7,UNMISS,Vietnam,Experts on Mission,2,0,2
2015,7,UNMISS,Yemen,Experts on Mission,9,0,9
2015,7,UNMISS,Zambia,Experts on Mission,2,0,2
2015,7,UNMISS,Zimbabwe,Individual Police,19,17,36
2015,7,UNMOGIP,Chile,Experts on Mission,2,0,2
2015,7,UNMOGIP,Croatia,Experts on Mission,8,0,8
2015,7,UNMOGIP,Finland,Experts on Mission,6,0,6
2015,7,UNMOGIP,Ghana,Experts on Mission,2,0,2
2015,7,UNMOGIP,Philippines,Experts on Mission,7,0,7
2015,7,UNMOGIP,Qatar,Experts on Mission,6,2,8
2015,7,UNMOGIP,Sweden,Experts on Mission,5,0,5
2015,7,UNMOGIP,Switzerland,Experts on Mission,3,0,3
2015,7,UNMOGIP,Thailand,Experts on Mission,3,0,3
2015,7,UNMOGIP,Uruguay,Experts on Mission,2,0,2
2015,7,UNOCI,Argentina,Individual Police,3,0,3
2015,7,UNOCI,Bangladesh,Other,180,0,180
2015,7,UNOCI,Benin,Individual Police,57,3,60
2015,7,UNOCI,Bolivia,Experts on Mission,3,0,3
2015,7,UNOCI,Brazil,Experts on Mission,4,0,4
2015,7,UNOCI,Bulgaria,Individual Police,56,11,67
2015,7,UNOCI,Burundi,Individual Police,45,0,45
2015,7,UNOCI,Cameroon,Individual Police,1,12,13
2015,7,UNOCI,Canada,Individual Police,1,0,1
2015,7,UNOCI,Chad,Individual Police,18,3,21
2015,7,UNOCI,China,Experts on Mission,6,0,6
2015,7,UNOCI,Djibouti,Individual Police,14,2,16
2015,7,UNOCI,Djibouti,Individual Police,14,0,14
2015,7,UNOCI,Ecuador,Experts on Mission,2,0,2
2015,7,UNOCI,Egypt,Individual Police,21,0,21
2015,7,UNOCI,Egypt,Experts on Mission,1,0,1
2015,7,UNOCI,Ethiopia,Experts on Mission,0,2,2
2015,7,UNOCI,France,Individual Police,7,0,7
2015,7,UNOCI,Gambia,Experts on Mission,1,2,3
2015,7,UNOCI,Ghana,Individual Police,3,0,3
2015,7,UNOCI,Guatemala,Experts on Mission,5,0,5
2015,7,UNOCI,Guinea,Experts on Mission,0,1,1
2015,7,UNOCI,India,Experts on Mission,4,0,4
2015,7,UNOCI,Ireland,Experts on Mission,2,0,2
2015,7,UNOCI,Jordan,Individual Police,10,0,10
2015,7,UNOCI,Kazakhstan,Experts on Mission,2,0,2
2015,7,UNOCI,Madagascar,Individual Police,3,0,3
2015,7,UNOCI,Malawi,Experts on Mission,3,0,3
2015,7,UNOCI,Mauritania,Other,139,0,139
2015,7,UNOCI,Mexico,Experts on Mission,3,0,3
2015,7,UNOCI,Morocco,Contingent Troops,718,0,718
2015,7,UNOCI,Nepal,Experts on Mission,3,0,3
2015,7,UNOCI,Niger,Individual Police,38,3,41
2015,7,UNOCI,Nigeria,Individual Police,3,1,4
2015,7,UNOCI,Pakistan,Other,189,0,189
2015,7,UNOCI,Paraguay,Experts on Mission,1,0,1
2015,7,UNOCI,Peru,Experts on Mission,3,0,3
2015,7,UNOCI,Poland,Experts on Mission,2,0,2
2015,7,UNOCI,Qatar,Experts on Mission,2,0,2
2015,7,UNOCI,Romania,Experts on Mission,4,2,6
2015,7,UNOCI,Romania,Experts on Mission,9,0,9
2015,7,UNOCI,Rwanda,Individual Police,19,14,33
2015,7,UNOCI,Senegal,Individual Police,18,0,18
2015,7,UNOCI,Serbia,Experts on Mission,3,0,3
2015,7,UNOCI,Spain,Contingent Troops,1,0,1
2015,7,UNOCI,Switzerland,Individual Police,1,0,1
2015,7,UNOCI,Switzerland,Experts on Mission,0,2,2
2015,7,UNOCI,Togo,Individual Police,14,1,15
2015,7,UNOCI,Tunisia,Individual Police,42,0,42
2015,7,UNOCI,Turkey,Individual Police,6,0,6
2015,7,UNOCI,Uganda,Experts on Mission,3,1,4
2015,7,UNOCI,Ukraine,Individual Police,8,1,9
2015,7,UNOCI,Uruguay,Experts on Mission,2,0,2
2015,7,UNOCI,Vanuatu,Individual Police,2,1,3
2015,7,UNOCI,Yemen,Individual Police,15,0,15
2015,7,UNOCI,Zambia,Experts on Mission,1,1,2
2015,7,UNOCI,Zimbabwe,Experts on Mission,1,2,3
2015,7,UNTSO,Argentina,Experts on Mission,3,0,3
2015,7,UNTSO,Australia,Experts on Mission,9,2,11
2015,7,UNTSO,Austria,Experts on Mission,5,0,5
2015,7,UNTSO,Belgium,Experts on Mission,2,0,2
2015,7,UNTSO,Bhutan,Experts on Mission,1,0,1
2015,7,UNTSO,Canada,Experts on Mission,4,0,4
2015,7,UNTSO,Chile,Experts on Mission,3,0,3
2015,7,UNTSO,China,Experts on Mission,4,0,4
2015,7,UNTSO,Denmark,Experts on Mission,10,0,10
2015,7,UNTSO,Estonia,Experts on Mission,4,0,4
2015,7,UNTSO,Fiji,Experts on Mission,1,0,1
2015,7,UNTSO,Finland,Experts on Mission,17,1,18
